"p_value","log10FDR","distal_fold_change","proximal_fold_change","gene","Change"
"NM_000584",0.0469212012469332,1.32863087788139,0.217519746581425,-0.217519746581425,"IL8","Upregulated in Hypoxia"
"NM_000591",0.418313598204934,0.378498017491141,0.120329582627152,-0.120329582627151,"CD14","No Change"
"NM_000597",0.158074191632406,0.801139030425596,-0.143952960731581,0.143952960731581,"IGFBP2","No Change"
"NM_000599",0.478395311419036,0.320213085363331,0.0621513059557559,-0.0621513059557559,"IGFBP5","No Change"
"NM_000600",0.00983063664081492,2.00741835595832,0.848825089724013,-0.848825089724013,"IL6","Upregulated in Hypoxia"
"NM_000602",0.000150721916461697,3.82182359236802,0.471572818090116,-0.471572818090115,"SERPINE1","Upregulated in Hypoxia"
"NM_000603",0.369724020927173,0.43212233244765,-0.147608604429265,0.147608604429265,"NOS3","No Change"
"NM_000606",0.122384102896724,0.912274991280419,-0.473824397182366,0.473824397182366,"C8G","No Change"
"NM_000612",0.01962976060956,1.7070849967108,-0.21384840051612,0.21384840051612,"IGF2","Upregulated in Normoxic"
"NM_000613",0.869924540397367,0.060518417623153,0.0486980961320312,-0.0486980961320313,"HPX","No Change"
"NM_000623",0.90455668454421,0.0435642126478381,0.0184436288803345,-0.0184436288803344,"BDKRB2","No Change"
"NM_000626",0.166414876788348,0.778807852214223,-0.661907085681631,0.661907085681631,"CD79B","No Change"
"NM_000627",0.411063290274558,0.386091305859038,-0.109096808809605,0.109096808809605,"LTBP1","No Change"
"NM_000628",0.332819051147728,0.477791821889956,-0.0474234013971878,0.0474234013971878,"IL10RB","No Change"
"NM_000629",0.0859712571583889,1.06564672252359,-0.148863385914483,0.148863385914483,"IFNAR1","No Change"
"NM_000633",0.774837549253324,0.110789341181662,-0.0230145664720036,0.0230145664720034,"BCL2","No Change"
"NM_000635",0.00482542952900903,2.31646402247028,-0.32533188717812,0.32533188717812,"RFX2","Upregulated in Normoxic"
"NM_000636",0.294583611899075,0.530791417234625,-0.0942316416909872,0.0942316416909871,"SOD2","No Change"
"NM_000638",0.146178556326245,0.835116331565751,0.496110435936899,-0.496110435936899,"VTN","No Change"
"NM_000641",0.00670074658533982,2.17387680627982,0.336176938220207,-0.336176938220207,"IL11","Upregulated in Hypoxia"
"NM_000646",0.0469091719627311,1.32874223311958,-0.133826942089915,0.133826942089915,"AGL","Upregulated in Normoxic"
"NM_000655",0.163871331934006,0.785497016361503,-0.519974692226636,0.519974692226636,"SELL","No Change"
"NM_000657",0.976886887299285,0.01015571986942,0.00484939966139591,-0.00484939966139584,"BCL2","No Change"
"NM_000660",0.0703825418288412,1.15253505289858,-0.145909335532376,0.145909335532376,"TGFB1","No Change"
"NM_000665",0.300013220749588,0.522859606706736,-0.369784720894661,0.369784720894662,"ACHE","No Change"
"NM_000671",0.0141445897167095,1.84940964533342,-0.245947985397354,0.245947985397354,"ADH5","Upregulated in Normoxic"
"NM_000675",0.00120470010834563,2.91912105059957,0.345916322393828,-0.345916322393828,"ADORA2A","Upregulated in Hypoxia"
"NM_000676",0.656542183996097,0.182737364489716,-0.0231959616026058,0.0231959616026057,"ADORA2B","No Change"
"NM_000678",0.619892189092057,0.207683835911033,0.118356849196123,-0.118356849196123,"ADRA1D","No Change"
"NM_000679",0.115074874721241,0.939019489237841,0.75295911674363,-0.752959116743629,"ADRA1B","No Change"
"NM_000689",0.573491836644696,0.241472759672731,-0.0884866426951175,0.0884866426951174,"ALDH1A1","No Change"
"NM_000690",0.979476667568628,0.00900590501573385,0.00184700452943371,-0.00184700452943363,"ALDH2","No Change"
"NM_000691",0.698429537673964,0.155877401923409,-0.0693274604357723,0.0693274604357722,"ALDH3A1","No Change"
"NM_000692",0.653972918353297,0.184440235855008,-0.0232827932658079,0.0232827932658079,"ALDH1B1","No Change"
"NM_000693",0.872951851369396,0.0590097096291931,-0.0133395868724389,0.0133395868724389,"ALDH1A3","No Change"
"NM_000694",0.423874467087791,0.372762743226189,0.0588756496154865,-0.0588756496154864,"ALDH3B1","No Change"
"NM_000696",0.894444461441167,0.0484466208187553,0.00662439031125193,-0.0066243903112519,"ALDH9A1","No Change"
"NM_000697",0.536446381540538,0.270473679783353,0.141875645698972,-0.141875645698972,"ALOX12","No Change"
"NM_000700",0.87412012737728,0.0584288796400876,0.00874159539158005,-0.00874159539157997,"ANXA1","No Change"
"NM_000701",0.290063155568537,0.53750743269162,0.0218507212216598,-0.0218507212216596,"ATP1A1","No Change"
"NM_000709",0.72048170800856,0.142377040820553,-0.0135873583040985,0.0135873583040984,"BCKDHA","No Change"
"NM_000710",0.133689011707166,0.873904287211141,0.337952967712027,-0.337952967712027,"BDKRB1","No Change"
"NM_000712",0.389911843563145,0.409033572926913,-0.0346229649350964,0.0346229649350965,"BLVRA","No Change"
"NM_000713",0.949911714164809,0.0223167566403885,0.00246043799097887,-0.00246043799097894,"BLVRB","No Change"
"NM_000714",0.180562547591412,0.743372326343414,0.0408498806056227,-0.0408498806056226,"TSPO","No Change"
"NM_000718",0.0396211210615897,1.4020732404589,-0.69099016536582,0.690990165365819,"CACNA1B","Upregulated in Normoxic"
"NM_000722",0.776600788171755,0.109802173024493,-0.0287751395704782,0.0287751395704782,"CACNA2D1","No Change"
"NM_000723",0.135265873118637,0.868811759838066,0.122566642206255,-0.122566642206255,"CACNB1","No Change"
"NM_000724",0.147562286428052,0.831024624146011,-0.219313028404476,0.219313028404476,"CACNB2","No Change"
"NM_000725",0.104953947971444,0.979001220254858,-0.134100033242742,0.134100033242742,"CACNB3","No Change"
"NM_000726",0.803097990196815,0.0952314609412756,-0.0669111566574575,0.0669111566574575,"CACNB4","No Change"
"NM_000737",0.00669206116330983,2.17444009837812,0.922612945983782,-0.922612945983782,"CGB","Upregulated in Hypoxia"
"NM_000740",0.00843340477543907,2.07399705447892,-0.60103325466065,0.60103325466065,"CHRM3","Upregulated in Normoxic"
"NM_000741",0.381462622202643,0.418548010176753,-0.161288433908543,0.161288433908543,"CHRM4","No Change"
"NM_000743",0.514212858667877,0.288857067369006,-0.109393388028615,0.109393388028615,"CHRNA3","No Change"
"NM_000745",0.127160323929279,0.89564837443044,-0.225066555634773,0.225066555634773,"CHRNA5","No Change"
"NM_000747",0.669275712697559,0.174394934794518,0.0183785293148545,-0.0183785293148545,"CHRNB1","No Change"
"NM_000748",0.626997091030001,0.20273447408563,-0.114183839374177,0.114183839374177,"CHRNB2","No Change"
"NM_000754",0.00939028151105221,2.02732138783357,0.204470513339186,-0.204470513339186,"COMT","Upregulated in Hypoxia"
"NM_000757",0.0208446977666447,1.68100439745445,0.134908220785854,-0.134908220785854,"CSF1","Upregulated in Hypoxia"
"NM_000773",0.796095539180705,0.0990348095875112,0.103316148268333,-0.103316148268333,"CYP2E1","No Change"
"NM_000775",0.146014072022491,0.835605287316823,-0.225292311842243,0.225292311842243,"CYP2J2","No Change"
"NM_000782",0.14632579603664,0.834679104573223,0.251896415646531,-0.251896415646531,"CYP24A1","No Change"
"NM_000783",0.445782627229704,0.350876860587254,-0.386124807363605,0.386124807363605,"CYP26A1","No Change"
"NM_000784",0.147192772288124,0.832113514947233,0.480625840906421,-0.480625840906421,"CYP27A1","No Change"
"NM_000785",0.630681723593674,0.200189754161941,-0.0436925900273976,0.0436925900273976,"CYP27B1","No Change"
"NM_000786",0.0253756825085593,1.59558226806533,-0.0936216341291149,0.093621634129115,"CYP51A1","Upregulated in Normoxic"
"NM_000788",0.44651448932048,0.350164443763492,0.0327820084178303,-0.0327820084178302,"DCK","No Change"
"NM_000791",0.715972873935028,0.145103431495912,-0.0193828651255423,0.0193828651255423,"DHFR","No Change"
"NM_000797",0.148156764928897,0.829278513578364,-0.287734846462118,0.287734846462118,"DRD4","No Change"
"NM_000801",0.720096176358185,0.142609495135132,0.0124247442547271,-0.0124247442547271,"FKBP1A","No Change"
"NM_000802",0.300352822976567,0.522368281820891,-0.264733943701832,0.264733943701832,"FOLR1","No Change"
"NM_000808",0.181383283764919,0.7414027398954,-0.299901788557363,0.299901788557364,"GABRA3","No Change"
"NM_000814",0.173636832762457,0.760358144546842,-0.235386681155133,0.235386681155133,"GABRB3","No Change"
"NM_000815",0.0427269041545874,1.36929857353636,-0.867549703976351,0.867549703976351,"GABRD","Upregulated in Normoxic"
"NM_000817",0.971600282160025,0.0125123677445069,0.00533972529148463,-0.00533972529148469,"GAD1","No Change"
"NM_000820",0.13814768817539,0.859656378362902,0.108862372998371,-0.108862372998371,"GAS6","No Change"
"NM_000825",0.894384886406166,0.0484755482388031,0.0366860242231902,-0.0366860242231903,"GNRH1","No Change"
"NM_000829",0.0446099189059028,1.35056856623946,-0.970802359428712,0.970802359428712,"GRIA4","Upregulated in Normoxic"
"NM_000835",0.601120313460014,0.221038595813564,0.219320471479951,-0.219320471479951,"GRIN2C","No Change"
"NM_000839",0.868412046679299,0.061274160609077,-0.083372665139133,0.083372665139133,"GRM2","No Change"
"NM_000848",0.725048285532183,0.139633070060868,0.0677474161712689,-0.0677474161712688,"GSTM2","No Change"
"NM_000852",0.0892074296169121,1.04959897401784,-0.0653856305072645,0.0653856305072643,"GSTP1","No Change"
"NM_000853",0.538509305459649,0.268806787677309,0.0993575520566589,-0.0993575520566589,"GSTT1","No Change"
"NM_000854",0.739949645203065,0.130797833721097,-0.0243722182089073,0.0243722182089073,"GSTT2","No Change"
"NM_000856",0.00122568508464131,2.91162109879859,-0.9398288504174,0.9398288504174,"GUCY1A3","Upregulated in Normoxic"
"NM_000857",0.270899187302769,0.567192297847792,-0.165586065717975,0.165586065717975,"GUCY1B3","No Change"
"NM_000859",0.642881460851295,0.191869098061923,0.0149999508356663,-0.0149999508356662,"HMGCR","No Change"
"NM_000860",0.0689564063143141,1.16142537999267,-0.389572108982074,0.389572108982074,"HPGD","No Change"
"NM_000864",0.88856458677373,0.051310999304947,0.016265054362784,-0.016265054362784,"HTR1D","No Change"
"NM_000867",0.369170287102865,0.432773260697458,-0.282349869979405,0.282349869979405,"HTR2B","No Change"
"NM_000872",0.0401056251094187,1.39679471010671,0.321372464208094,-0.321372464208094,"HTR7","Upregulated in Hypoxia"
"NM_000875",0.000270918061588806,3.5671620404195,-0.30514876893582,0.305148768935821,"IGF1R","Upregulated in Normoxic"
"NM_000876",0.234084969061699,0.630626472092094,-0.0630612460945658,0.0630612460945658,"IGF2R","No Change"
"NM_000877",0.289883705767322,0.53777619545638,0.10658081693154,-0.10658081693154,"IL1R1","No Change"
"NM_000880",0.431220155358836,0.365300948293135,0.163257737218504,-0.163257737218504,"IL7","No Change"
"NM_000882",0.101218212027734,0.994741338567907,0.30189205947314,-0.30189205947314,"IL12A","No Change"
"NM_000883",0.658171470485679,0.181660946835286,0.0168237308251834,-0.0168237308251833,"IMPDH1","No Change"
"NM_000885",0.950321542412778,0.0221294257969095,-0.0142773455468422,0.0142773455468422,"ITGA4","No Change"
"NM_000889",0.365447404232993,0.437175118555739,-0.176093010157212,0.176093010157212,"ITGB7","No Change"
"NM_000894",0.0351319404271304,1.45429786234797,-0.337744971076702,0.337744971076702,"LHB","Upregulated in Normoxic"
"NM_000895",0.0481627441523923,1.31728877639539,-0.147153693783654,0.147153693783654,"LTA4H","Upregulated in Normoxic"
"NM_000896",0.52929824229404,0.276299548221592,-0.149166441275515,0.149166441275515,"CYP4F3","No Change"
"NM_000899",0.00808126316369908,2.09252075034571,-0.131194686683393,0.131194686683393,"KITLG","Upregulated in Normoxic"
"NM_000900",0.378892541310226,0.42148394394563,-0.315775867905767,0.315775867905767,"MGP","No Change"
"NM_000902",0.690001972765361,0.161149667581751,-0.0495820288505603,0.0495820288505604,"MME","No Change"
"NM_000904",0.840841043135039,0.0752860976791145,-0.0164439029286128,0.0164439029286127,"NQO2","No Change"
"NM_000906",0.384392060642031,0.41522559096958,-0.245533991466305,0.245533991466305,"NPR1","No Change"
"NM_000908",0.732163464086534,0.135391946775853,0.0625133060312183,-0.0625133060312183,"NPR3","No Change"
"NM_000909",0.548419443472055,0.26088715628418,0.19444059160401,-0.19444059160401,"NPY1R","No Change"
"NM_000916",0.125600136151939,0.901009889818536,0.146957439895186,-0.146957439895186,"OXTR","No Change"
"NM_000918",0.0937668098391698,1.02795085942989,-0.0829416998476725,0.0829416998476725,"P4HB","No Change"
"NM_000922",0.020321343835386,1.69204757586671,-0.261653175435433,0.261653175435433,"PDE3B","Upregulated in Normoxic"
"NM_000923",0.0146047024151936,1.8355072877665,-0.633235074018152,0.633235074018152,"PDE4C","Upregulated in Normoxic"
"NM_000925",0.584601162642084,0.233140325262299,0.0169683254617403,-0.0169683254617404,"PDHB","No Change"
"NM_000927",0.731391873613692,0.135849869352552,0.109032427356973,-0.109032427356973,"ABCB1","No Change"
"NM_000932",0.0920910544417733,1.03578255433367,-0.271147051621113,0.271147051621113,"PLCB3","No Change"
"NM_000933",0.772137734709274,0.112305222865377,-0.0334854217050628,0.033485421705063,"PLCB4","No Change"
"NM_000935",0.546196226961768,0.262651304224377,-0.0399039584302233,0.0399039584302232,"PLOD2","No Change"
"NM_000937",0.958040060277317,0.0186163305940747,0.00247248567952068,-0.00247248567952088,"POLR2A","No Change"
"NM_000940",0.445225465876557,0.35142000297757,-0.22303540043325,0.22303540043325,"PON3","No Change"
"NM_000941",0.309274738544472,0.509655551573862,-0.0469902469498531,0.046990246949853,"POR","No Change"
"NM_000943",0.0257540898476142,1.58915379352727,-0.167042492909191,0.167042492909191,"PPIC","Upregulated in Normoxic"
"NM_000945",0.0381884772403275,1.41806765870728,-0.111568229045811,0.111568229045811,"PPP3R1","Upregulated in Normoxic"
"NM_000947",0.69598969402307,0.157397191225716,-0.0199234543930716,0.0199234543930717,"PRIM2","No Change"
"NM_000949",0.00624243599301223,2.2046459020041,-0.685728328029319,0.685728328029319,"PRLR","Upregulated in Normoxic"
"NM_000951",0.17455422713545,0.758069629523126,-0.213545494633913,0.213545494633913,"PRRG2","No Change"
"NM_000955",0.514989071133445,0.288201987263276,-0.201268504937556,0.201268504937556,"PTGER1","No Change"
"NM_000956",0.559382130164127,0.25229141157027,0.161263727899571,-0.161263727899571,"PTGER2","No Change"
"NM_000958",0.628891416740696,0.20142433258516,0.078492308319299,-0.0784923083192991,"PTGER4","No Change"
"NM_000961",0.772366362069581,0.112176648778813,-0.0957835386898068,0.0957835386898069,"PTGIS","No Change"
"NM_000963",0.816431670126721,0.0880801569514296,0.0318961588679446,-0.0318961588679446,"PTGS2","No Change"
"NM_000965",0.4744268716562,0.323830720399487,-0.101787862871835,0.101787862871836,"RARB","No Change"
"NM_000968",0.547538681669721,0.261585194036167,0.0094999717407268,-0.00949997174072702,"RPL4","No Change"
"NM_000981",0.112046355051026,0.950602266812755,-0.0352573247863301,0.0352573247863301,"RPL19","No Change"
"NM_000983",0.00234326058454572,2.63017941258211,-0.433653177446191,0.433653177446191,"RPL22","Upregulated in Normoxic"
"NM_000984",0.122837121380579,0.910670369558653,-0.197467461399239,0.197467461399239,"RPL23A","No Change"
"NM_000990",0.817679722532893,0.0874167720916814,-0.0874628412503394,0.0874628412503394,"RPL27A","No Change"
"NM_000991",0.070934648187234,1.14914158088282,-0.584962500721156,0.584962500721156,"RPL28","No Change"
"NM_000992",0.526588394049286,0.278528716927438,-0.0313197632128055,0.0313197632128056,"RPL29","No Change"
"NM_000994",0.0842453280043928,1.07445417447054,-0.339850002884625,0.339850002884625,"RPL32","No Change"
"NM_000995",0.171633411244337,0.765398165749422,-0.146771926135132,0.146771926135132,"RPL34","No Change"
"NM_000997",0.0192923825025979,1.71461413607626,-0.906890595608519,0.906890595608518,"RPL37","Upregulated in Normoxic"
"NM_001000",0.111516669844116,0.95266020812984,-0.0648603723714783,0.0648603723714784,"RPL39","No Change"
"NM_001001",0.215380169798397,0.666794284991529,-0.0418620226596019,0.0418620226596019,"RPL36AL","No Change"
"NM_001001132",0.642887889185915,0.191864755463068,-0.0197182346145051,0.0197182346145052,"ITSN1","No Change"
"NM_001001330",0.759996708506043,0.119188288614943,-0.0230555949927508,0.0230555949927508,"REEP3","No Change"
"NM_001001346",0.716706485639408,0.144658665483492,-0.0844962740867733,0.0844962740867734,"CLDN20","No Change"
"NM_001001395",0.172780747648109,0.762504651070098,-0.33054122519207,0.33054122519207,"LMO3","No Change"
"NM_001001414",0.0637508115851294,1.19551428203597,-0.472288675081337,0.472288675081337,"NCCRP1","No Change"
"NM_001001415",0.434623758835077,0.361886536531514,-0.0805654813036684,0.0805654813036686,"ZNF429","No Change"
"NM_001001417",0.0726711177521789,1.13863815988559,-0.205299331544198,0.205299331544198,"TBC1D3B","No Change"
"NM_001001418",0.678537325012765,0.168426257656077,0.0319039070036433,-0.0319039070036432,"TBC1D3C","No Change"
"NM_001001436",0.874388145749148,0.0582957388335478,0.00926827703147575,-0.00926827703147578,"C16orf87","No Change"
"NM_001001438",0.337406302980411,0.471846808753283,-0.128829380549691,0.128829380549691,"LSS","No Change"
